,id,date
1,64497,10/4/2024
3,12111,10/4/2024
4,94258,10/4/2024
5,55789,10/4/2024
6,13823,10/16/2024
7,52978,10/16/2024
8,52978,10/16/2024
9,43268,10/16/2024
10,91459,10/16/2024
11,12316,10/16/2024
12,36577,10/16/2024
13,48196,10/16/2024
14,61152,10/16/2024
15,28651,10/16/2024
16,28651,10/16/2024
17,28651,10/16/2024
