id,level,points,diff,type,depth,unknown,mistakes,time,date
33,1,4,1,0,0,0,0,3.977664,8/6/2024
33,2,9.656855,2,0,2,0,0,2.988604,8/6/2024
33,3,17.14017,3.5,0,2,1,0,3.227377,8/6/2024
