id,date
64497,10/4/2024
12111,10/4/2024
94258,10/4/2024
55789,10/4/2024
13823,10/16/2024
52978,10/16/2024
43268,10/16/2024
91459,10/16/2024
12316,10/16/2024
36577,10/16/2024
48196,10/16/2024
61152,10/16/2024
28651,10/16/2024
